0.46095,0.85572,-0.21204,0.10151,-0.24414,-0.56663,0.60412,0
0.46095,0.85572,-0.21204,0.10151,-0.24414,-0.56663,0.60412,0.1
0.46177,0.85534,-0.212,0.10108,-0.24698,-0.56943,0.60475,0.2
0.46269,0.85478,-0.21221,0.10119,-0.2495,-0.57259,0.60533,0.3
0.46339,0.85427,-0.21275,0.10115,-0.25159,-0.5761,0.60566,0.4
0.46368,0.85395,-0.21293,0.10215,-0.25433,-0.57928,0.60609,0.5
0.46401,0.85347,-0.21363,0.10315,-0.25676,-0.58242,0.60695,0.6
0.46468,0.85301,-0.21419,0.10279,-0.25898,-0.58585,0.60797,0.7
0.46588,0.85238,-0.21426,0.10241,-0.2615,-0.58949,0.60907,0.8
0.46735,0.85159,-0.2143,0.10229,-0.26415,-0.59342,0.61002,0.9
0.46895,0.85066,-0.21457,0.10204,-0.26677,-0.59764,0.61081,1
0.47038,0.84979,-0.21514,0.10154,-0.2695,-0.60166,0.61168,1.1
0.47155,0.84897,-0.2158,0.10165,-0.27146,-0.60552,0.61306,1.2
0.47335,0.84765,-0.21686,0.102,-0.27402,-0.61005,0.61331,1.3
0.47451,0.84669,-0.21844,0.10118,-0.27543,-0.6141,0.61435,1.4
0.47579,0.84549,-0.22038,0.10102,-0.27755,-0.618,0.61505,1.5
0.477,0.84419,-0.22248,0.10164,-0.27981,-0.62164,0.61537,1.6
0.47806,0.84287,-0.2253,0.10134,-0.28202,-0.62543,0.61523,1.7
0.47865,0.84189,-0.22764,0.10152,-0.28461,-0.62858,0.61519,1.8
0.47905,0.84096,-0.22973,0.10261,-0.28736,-0.63166,0.61497,1.9
0.47867,0.84043,-0.23175,0.10417,-0.28993,-0.63407,0.61519,2
0.47852,0.83972,-0.23363,0.10633,-0.29409,-0.63655,0.61477,2.1
0.47813,0.83943,-0.23494,0.10749,-0.29743,-0.63855,0.61514,2.2
0.47796,0.83925,-0.23612,0.10706,-0.30018,-0.64016,0.61638,2.3
0.47913,0.83868,-0.23609,0.10636,-0.30323,-0.64299,0.61602,2.4
0.47941,0.8379,-0.23826,0.10643,-0.30777,-0.64519,0.61566,2.5
0.47928,0.83731,-0.24034,0.10698,-0.31133,-0.64757,0.61446,2.6
0.47852,0.83701,-0.24308,0.10653,-0.31404,-0.64957,0.61344,2.7
0.47688,0.83735,-0.24527,0.10622,-0.31611,-0.65089,0.61299,2.8
0.47559,0.83715,-0.24782,0.10755,-0.31879,-0.65208,0.61214,2.9
