0.30713,0.66442,0.59203,-0.33722,0.88563,-0.048494,0.75451,0
0.30713,0.66442,0.59203,-0.33722,0.88563,-0.048494,0.75451,0.1
0.30837,0.66409,0.59131,-0.338,0.88766,-0.048475,0.75152,0.2
0.30774,0.66459,0.59127,-0.33767,0.88677,-0.047627,0.75294,0.3
0.30784,0.66495,0.59147,-0.3365,0.88518,-0.049538,0.75513,0.4
0.3078,0.66439,0.5919,-0.33689,0.88562,-0.049169,0.75516,0.5
0.30834,0.6641,0.59202,-0.33677,0.88632,-0.049905,0.75455,0.6
0.30814,0.66448,0.59174,-0.33669,0.88625,-0.048818,0.7546,0.7
0.30836,0.66507,0.59206,-0.33475,0.88419,-0.050482,0.75787,0.8
0.30943,0.6657,0.59054,-0.33519,0.88548,-0.052817,0.75649,0.9
0.30963,0.66438,0.59142,-0.33608,0.8867,-0.052828,0.75564,1
0.30989,0.66365,0.59131,-0.33747,0.88849,-0.051477,0.75357,1.1
0.30912,0.66423,0.59129,-0.33708,0.88717,-0.050683,0.75526,1.2
0.30927,0.66507,0.59092,-0.33593,0.88607,-0.052397,0.75608,1.3
0.30931,0.66531,0.59118,-0.33496,0.88571,-0.052546,0.75597,1.4
0.30943,0.6656,0.59052,-0.33541,0.88684,-0.051918,0.75415,1.5
0.31,0.66636,0.58984,-0.33461,0.88655,-0.053161,0.7541,1.6
0.30956,0.66657,0.58982,-0.33463,0.8862,-0.052532,0.75423,1.7
0.3093,0.66705,0.58959,-0.33431,0.88571,-0.053112,0.75478,1.8
0.3097,0.66709,0.58951,-0.334,0.88609,-0.053676,0.75416,1.9
0.30994,0.66728,0.58929,-0.33377,0.88631,-0.05292,0.75386,2
0.30973,0.66741,0.58873,-0.3347,0.88755,-0.050626,0.75237,2.1
0.31018,0.66792,0.58878,-0.33317,0.88587,-0.05457,0.75405,2.2
0.30975,0.66791,0.58893,-0.33333,0.88543,-0.053946,0.7543,2.3
0.31073,0.66762,0.58888,-0.3331,0.88626,-0.053496,0.75334,2.4
0.31159,0.66844,0.58773,-0.33268,0.88664,-0.054412,0.75187,2.5
0.31007,0.6692,0.58728,-0.33338,0.8861,-0.051436,0.75146,2.6
0.3106,0.66958,0.58721,-0.33222,0.88514,-0.052816,0.7521,2.7
0.31048,0.67062,0.58602,-0.33232,0.88491,-0.053547,0.75129,2.8
0.30983,0.67116,0.58548,-0.33282,0.88522,-0.052627,0.74998,2.9
0.30897,0.67169,0.58499,-0.33341,0.88549,-0.049355,0.74887,3
0.30845,0.67311,0.58314,-0.33426,0.88479,-0.049423,0.74901,3.1
0.30836,0.67417,0.58242,-0.33346,0.88296,-0.049418,0.75121,3.2
0.30943,0.67509,0.58145,-0.3323,0.88256,-0.051477,0.75158,3.3
0.30882,0.67654,0.57973,-0.33293,0.8822,-0.050166,0.75175,3.4
0.30988,0.67653,0.57917,-0.33294,0.88291,-0.051152,0.75078,3.5
0.31027,0.67665,0.5788,-0.33297,0.88321,-0.052611,0.75014,3.6
0.31002,0.67693,0.57899,-0.33229,0.88139,-0.054869,0.75219,3.7
0.31104,0.67595,0.5794,-0.33263,0.88208,-0.054396,0.75143,3.8
0.31186,0.67693,0.5785,-0.33143,0.88097,-0.057228,0.75232,3.9
0.31152,0.67762,0.57822,-0.33084,0.8799,-0.057839,0.75336,4
0.31249,0.67808,0.57741,-0.3304,0.87954,-0.060916,0.75331,4.1
0.31229,0.67832,0.57729,-0.33029,0.87825,-0.062034,0.75452,4.2
0.31262,0.67815,0.57748,-0.33001,0.87771,-0.064557,0.75508,4.3
0.31264,0.67831,0.57714,-0.33025,0.8777,-0.065537,0.75461,4.4
0.31269,0.67848,0.57668,-0.33064,0.8779,-0.065075,0.75381,4.5
0.31263,0.67945,0.57562,-0.33056,0.87804,-0.067874,0.75297,4.6
0.31179,0.67973,0.57558,-0.33083,0.87702,-0.066265,0.75362,4.7
0.3119,0.68108,0.57453,-0.32979,0.87562,-0.068042,0.75452,4.8
0.31254,0.68191,0.57398,-0.32842,0.87477,-0.07101,0.75464,4.9
0.31139,0.68246,0.57324,-0.32966,0.875,-0.069193,0.75351,5
0.31147,0.68261,0.57282,-0.33001,0.87419,-0.071044,0.75323,5.1
0.31099,0.68324,0.57208,-0.33044,0.87373,-0.071128,0.75329,5.2
0.31117,0.68348,0.57208,-0.32978,0.87166,-0.074376,0.75406,5.3
0.31104,0.68409,0.57108,-0.33037,0.87109,-0.074019,0.75386,5.4
0.3116,0.68459,0.57017,-0.33038,0.87234,-0.075119,0.75105,5.5
0.31151,0.68555,0.57023,-0.32836,0.87052,-0.076931,0.75195,5.6
0.31216,0.68735,0.56825,-0.32741,0.87009,-0.077638,0.75195,5.7
0.31337,0.6895,0.56558,-0.32636,0.86991,-0.078858,0.75169,5.8
0.3134,0.69233,0.5629,-0.32497,0.86844,-0.081429,0.75355,5.9
0.31374,0.69327,0.56154,-0.32499,0.86823,-0.08488,0.75435,6
0.31419,0.69366,0.5608,-0.32501,0.86841,-0.0869,0.75471,6.1
0.31476,0.69429,0.56013,-0.32426,0.8683,-0.089252,0.75531,6.2
0.31592,0.69554,0.55887,-0.32261,0.86815,-0.093008,0.75557,6.3
0.31651,0.69707,0.55707,-0.32184,0.86835,-0.095863,0.75486,6.4
0.3166,0.69816,0.55621,-0.32088,0.86876,-0.096418,0.75448,6.5
0.31822,0.69867,0.55511,-0.32008,0.87054,-0.099421,0.75146,6.6
0.31895,0.70001,0.55396,-0.31841,0.87036,-0.10184,0.7506,6.7
0.31849,0.70197,0.55361,-0.31515,0.8671,-0.10708,0.75316,6.8
0.31852,0.70234,0.55351,-0.31447,0.86806,-0.108,0.75118,6.9
0.31926,0.70333,0.55193,-0.31427,0.86959,-0.10863,0.74829,7
0.31915,0.70494,0.55105,-0.31233,0.86744,-0.11139,0.75006,7.1
0.32082,0.70586,0.5498,-0.31073,0.86817,-0.11487,0.74791,7.2
0.32147,0.70696,0.54869,-0.30952,0.86869,-0.11506,0.74661,7.3
0.32234,0.70842,0.54725,-0.30781,0.86804,-0.11825,0.74644,7.4
