0.69238,0.72129,0.0082301,-0.01665,-0.063398,-0.089678,0.02432
0.69238,0.72129,0.0082301,-0.01665,-0.063398,-0.089678,0.02432
0.69238,0.72129,0.0082301,-0.01665,-0.063398,-0.089678,0.02432
0.69238,0.72129,0.0082301,-0.01665,-0.063398,-0.089678,0.024321
0.69238,0.72129,0.0082301,-0.01665,-0.063398,-0.089678,0.024321
0.69238,0.72129,0.0082301,-0.01665,-0.063398,-0.089678,0.024321
0.69238,0.72129,0.0082301,-0.01665,-0.063398,-0.089678,0.024321
0.69238,0.7213,0.0082308,-0.016645,-0.063386,-0.089689,0.024325
0.69238,0.7213,0.0082308,-0.016645,-0.063386,-0.089689,0.024325
0.69238,0.7213,0.0082308,-0.016645,-0.063386,-0.089689,0.024325
0.69238,0.7213,0.0082308,-0.016645,-0.063386,-0.089689,0.024325
0.69238,0.7213,0.0082308,-0.016645,-0.063386,-0.089689,0.024325
0.69238,0.7213,0.0082315,-0.016639,-0.063375,-0.0897,0.02433
0.69238,0.7213,0.0082315,-0.016639,-0.063375,-0.0897,0.02433
0.69238,0.7213,0.0082315,-0.016639,-0.063375,-0.0897,0.02433
0.69238,0.7213,0.0082315,-0.016639,-0.063375,-0.0897,0.02433
0.69238,0.7213,0.0082315,-0.016639,-0.063375,-0.0897,0.02433
0.69237,0.7213,0.0082321,-0.016634,-0.063364,-0.089711,0.024335
0.69237,0.7213,0.0082321,-0.016634,-0.063364,-0.089711,0.024335
0.69237,0.7213,0.0082321,-0.016634,-0.063364,-0.089711,0.024335
0.69237,0.7213,0.0082321,-0.016634,-0.063364,-0.089711,0.024335
0.69237,0.7213,0.0082321,-0.016634,-0.063364,-0.089711,0.024335
0.69237,0.7213,0.0082328,-0.016629,-0.063353,-0.089722,0.024339
0.69237,0.7213,0.0082328,-0.016629,-0.063353,-0.089722,0.024339
0.69237,0.7213,0.0082328,-0.016629,-0.063353,-0.089722,0.02434
0.69237,0.7213,0.0082328,-0.016629,-0.063353,-0.089722,0.02434
0.69237,0.7213,0.0082328,-0.016629,-0.063353,-0.089722,0.02434
0.69237,0.7213,0.0082334,-0.016624,-0.063342,-0.089733,0.024344
0.69237,0.7213,0.0082334,-0.016624,-0.063342,-0.089733,0.024344
0.69237,0.7213,0.0082334,-0.016624,-0.063342,-0.089733,0.024344
0.69237,0.7213,0.0082334,-0.016624,-0.063342,-0.089733,0.024344
0.69237,0.7213,0.0082334,-0.016624,-0.063342,-0.089733,0.024344
0.69237,0.72131,0.008234,-0.016619,-0.06333,-0.089744,0.024349
0.69237,0.72131,0.008234,-0.016619,-0.06333,-0.089744,0.024349
