0.61237,0.35355,0.35355,0.61237,30,-20,2.5
0.61249,0.35342,0.35351,0.61236,30.07,-20,2.5125
0.61261,0.35328,0.35346,0.61235,30.14,-20,2.525
0.61273,0.35315,0.35341,0.61233,30.21,-20,2.5375
0.61285,0.35301,0.35336,0.61232,30.28,-20,2.55
0.61297,0.35288,0.35331,0.61231,30.35,-20,2.5625
0.61309,0.35274,0.35326,0.61229,30.42,-20,2.575
0.6132,0.35261,0.35322,0.61228,30.49,-20,2.5875
0.61332,0.35247,0.35317,0.61227,30.56,-20,2.6
0.61344,0.35233,0.35312,0.61226,30.63,-20,2.6125
0.61356,0.3522,0.35307,0.61224,30.7,-20,2.625
0.61368,0.35206,0.35302,0.61223,30.77,-20.001,2.6375
0.6138,0.35193,0.35297,0.61222,30.84,-20.001,2.65
0.61392,0.35179,0.35292,0.6122,30.91,-20.001,2.6625
0.61404,0.35166,0.35288,0.61219,30.98,-20.001,2.675
0.61416,0.35152,0.35283,0.61218,31.05,-20.001,2.6875
0.61427,0.35139,0.35278,0.61216,31.119,-20.001,2.6999
0.61439,0.35125,0.35273,0.61215,31.189,-20.001,2.7124
0.61451,0.35111,0.35268,0.61214,31.259,-20.002,2.7249
0.61463,0.35098,0.35263,0.61212,31.329,-20.002,2.7374
0.61475,0.35084,0.35258,0.61211,31.399,-20.002,2.7499
0.61487,0.35071,0.35254,0.6121,31.469,-20.002,2.7624
0.61499,0.35057,0.35249,0.61208,31.538,-20.002,2.7749
0.6151,0.35044,0.35244,0.61207,31.608,-20.003,2.7873
0.61522,0.3503,0.35239,0.61206,31.678,-20.003,2.7998
0.61534,0.35016,0.35234,0.61204,31.748,-20.003,2.8123
0.61546,0.35003,0.35229,0.61203,31.817,-20.003,2.8248
0.61558,0.34989,0.35224,0.61202,31.887,-20.004,2.8372
0.6157,0.34976,0.3522,0.612,31.957,-20.004,2.8497
0.61581,0.34962,0.35215,0.61199,32.027,-20.004,2.8622
0.61593,0.34949,0.3521,0.61197,32.096,-20.004,2.8746
0.61605,0.34935,0.35205,0.61196,32.166,-20.005,2.8871
0.61617,0.34921,0.352,0.61195,32.235,-20.005,2.8996
0.61629,0.34908,0.35195,0.61193,32.305,-20.005,2.912
0.61641,0.34894,0.3519,0.61192,32.374,-20.006,2.9245
0.61652,0.34881,0.35186,0.61191,32.444,-20.006,2.9369
0.61664,0.34867,0.35181,0.61189,32.513,-20.006,2.9494
0.61676,0.34853,0.35176,0.61188,32.583,-20.007,2.9618
0.61688,0.3484,0.35171,0.61187,32.652,-20.007,2.9743
0.617,0.34826,0.35166,0.61185,32.722,-20.008,2.9867
0.61712,0.34813,0.35161,0.61184,32.791,-20.008,2.9992
0.61723,0.34799,0.35156,0.61182,32.86,-20.008,3.0116
0.61735,0.34786,0.35151,0.61181,32.929,-20.009,3.024
0.61747,0.34772,0.35147,0.6118,32.999,-20.009,3.0365
0.61759,0.34758,0.35142,0.61178,33.068,-20.01,3.0489
0.61771,0.34745,0.35137,0.61177,33.137,-20.01,3.0613
0.61782,0.34731,0.35132,0.61175,33.206,-20.011,3.0737
0.61794,0.34718,0.35127,0.61174,33.275,-20.011,3.0861
0.61806,0.34704,0.35122,0.61173,33.344,-20.012,3.0986
0.61818,0.3469,0.35117,0.61171,33.413,-20.012,3.111
0.6183,0.34677,0.35112,0.6117,33.482,-20.012,3.1234
0.61841,0.34663,0.35107,0.61168,33.551,-20.013,3.1358
0.61853,0.3465,0.35103,0.61167,33.62,-20.014,3.1482
0.61865,0.34636,0.35098,0.61166,33.689,-20.014,3.1606
0.61877,0.34622,0.35093,0.61164,33.758,-20.015,3.173
0.61889,0.34609,0.35088,0.61163,33.826,-20.015,3.1853
0.619,0.34595,0.35083,0.61161,33.895,-20.016,3.1977
0.61912,0.34581,0.35078,0.6116,33.964,-20.016,3.2101
0.61924,0.34568,0.35073,0.61159,34.032,-20.017,3.2225
0.61936,0.34554,0.35068,0.61157,34.101,-20.017,3.2348
0.61947,0.34541,0.35063,0.61156,34.169,-20.018,3.2472
0.61959,0.34527,0.35058,0.61154,34.238,-20.019,3.2595
