0.4657,0.75897,0.37953,-0.25109,0.47164,-0.34208,0.34658,0
0.4657,0.75897,0.37953,-0.25109,0.47164,-0.34208,0.34658,0.1
0.48504,0.77457,0.35261,-0.20111,0.42319,-0.41032,0.35675,0.2
0.46098,0.76279,0.37921,-0.24869,0.46763,-0.3402,0.35349,0.3
0.47201,0.75833,0.37514,-0.24779,0.46824,-0.35113,0.34013,0.4
0.46536,0.76105,0.37723,-0.2489,0.4693,-0.3449,0.34647,0.5
0.45961,0.7582,0.39058,-0.24767,0.47072,-0.33173,0.35463,0.6
0.46717,0.76058,0.37725,-0.24687,0.46791,-0.34755,0.34608,0.7
0.46505,0.76284,0.3772,-0.24398,0.46419,-0.34837,0.34869,0.8
0.46272,0.76166,0.37952,-0.24847,0.46868,-0.34188,0.34821,0.9
0.46577,0.7553,0.3843,-0.25476,0.47628,-0.33638,0.34101,1
0.48249,0.77684,0.35226,-0.19911,0.42036,-0.41094,0.3577,1.1
0.46039,0.76325,0.37824,-0.24986,0.46852,-0.3417,0.34896,1.2
0.46731,0.75646,0.38179,-0.25224,0.47339,-0.34271,0.33763,1.3
0.46202,0.75833,0.38671,-0.24888,0.4706,-0.33913,0.34651,1.4
0.47149,0.75482,0.38103,-0.25052,0.47333,-0.34873,0.33276,1.5
0.46529,0.75393,0.38785,-0.25428,0.47753,-0.33702,0.33778,1.6
0.4641,0.74892,0.39414,-0.26152,0.48566,-0.32618,0.3346,1.7
0.46219,0.75939,0.38202,-0.25252,0.473,-0.3395,0.34313,1.8
0.46279,0.75904,0.38355,-0.25014,0.47141,-0.33972,0.34377,1.9
0.46892,0.75711,0.38416,-0.24355,0.46811,-0.34854,0.34015,2
0.46604,0.7602,0.3816,-0.24347,0.46656,-0.34791,0.34345,2.1
0.46469,0.75816,0.38601,-0.24548,0.46904,-0.34101,0.34315,2.2
0.46685,0.75805,0.38121,-0.24917,0.47137,-0.34481,0.33769,2.3
0.46594,0.7597,0.38045,-0.24702,0.46838,-0.34587,0.34025,2.4
0.4622,0.76399,0.37997,-0.24149,0.46112,-0.34834,0.34922,2.5
0.46821,0.7595,0.37887,-0.24575,0.46633,-0.34821,0.34019,2.6
0.4654,0.754,0.39079,-0.24935,0.47319,-0.33641,0.3415,2.7
0.46398,0.75958,0.38547,-0.24327,0.46507,-0.34342,0.34503,2.8
0.46313,0.75722,0.38623,-0.25093,0.47189,-0.33757,0.33925,2.9
0.46871,0.75511,0.38461,-0.2494,0.47093,-0.34386,0.33303,3
0.46586,0.7546,0.38748,-0.25182,0.47363,-0.33902,0.33461,3.1
0.46113,0.76178,0.38241,-0.24662,0.46644,-0.34427,0.34351,3.2
0.46515,0.76536,0.37638,-0.23706,0.45732,-0.35865,0.34712,3.3
0.46141,0.75739,0.38855,-0.24998,0.47167,-0.33668,0.34202,3.4
0.46381,0.75419,0.39101,-0.25137,0.47473,-0.33451,0.34092,3.5
0.47531,0.74999,0.38246,-0.25557,0.47813,-0.34267,0.32458,3.6
0.46787,0.75895,0.37844,-0.24873,0.46733,-0.34449,0.33894,3.7
0.47036,0.75193,0.38763,-0.25121,0.47307,-0.33844,0.33502,3.8
0.46596,0.75398,0.38634,-0.25521,0.47451,-0.3344,0.3369,3.9
0.46673,0.75216,0.38778,-0.25698,0.47651,-0.33311,0.33492,4
0.46906,0.75405,0.38286,-0.25457,0.47385,-0.33905,0.33234,4.1
0.46927,0.75423,0.38252,-0.25417,0.47321,-0.33966,0.33223,4.2
0.46646,0.7565,0.38502,-0.24877,0.46859,-0.34052,0.33907,4.3
0.4842,0.77442,0.35641,-0.19697,0.41907,-0.41041,0.35145,4.4
0.47027,0.75152,0.38701,-0.25356,0.47416,-0.33769,0.33079,4.5
0.48577,0.77473,0.3543,-0.19569,0.4175,-0.41339,0.35031,4.6
0.46614,0.75723,0.38463,-0.24773,0.46795,-0.34056,0.33926,4.7
