0.94884,0.046038,-0.0019668,-0.31238,0.055883,-0.059256,0.069322
0.94884,0.046038,-0.0019668,-0.31238,0.055883,-0.059256,0.069322
0.94884,0.046038,-0.0019668,-0.31238,0.055883,-0.059256,0.069322
0.94981,0.04053,-0.0061082,-0.31013,0.057556,-0.062147,0.065115
0.95122,0.037058,-0.004477,-0.30624,0.056126,-0.06503,0.065703
0.95073,0.039259,-0.0021701,-0.3075,0.055731,-0.063285,0.067659
0.94817,0.053256,0.00079596,-0.31326,0.055055,-0.058093,0.072138
0.94832,0.048928,-0.00048669,-0.31352,0.055876,-0.059397,0.071096
0.95809,0.059067,0.0069275,-0.28021,0.04836,-0.07052,0.076077
0.95697,0.055719,0.0059766,-0.28472,0.051835,-0.070977,0.074448
0.95695,0.05704,-0.022092,-0.28373,0.053657,-0.070084,0.066669
0.9616,0.072584,-0.018534,-0.26404,0.052617,-0.082014,0.073179
0.95996,0.077807,-0.017187,-0.26856,0.054403,-0.078991,0.074914
0.95903,0.075671,-0.016608,-0.2725,0.05429,-0.077217,0.074581
0.95968,0.064718,-0.035507,-0.27122,0.056332,-0.078438,0.065239
0.96022,0.070175,-0.05476,-0.2647,0.043754,-0.086511,0.063302
0.96414,0.072911,-0.051146,-0.24999,0.038033,-0.089073,0.065875
0.96361,0.07244,-0.047744,-0.25285,0.040296,-0.088697,0.064869
0.96309,0.071195,-0.044855,-0.25568,0.040736,-0.087184,0.0654
0.96219,0.070513,-0.04274,-0.2596,0.04135,-0.085377,0.065815
0.96173,0.069011,-0.040674,-0.26201,0.041586,-0.084186,0.066288
0.96113,0.06815,-0.038718,-0.26475,0.042123,-0.082869,0.066589
0.96059,0.06722,-0.037009,-0.26717,0.042489,-0.081751,0.06685
0.95999,0.066145,-0.035802,-0.26976,0.042944,-0.080749,0.066997
0.9601,0.057921,-0.045825,-0.26973,0.044602,-0.081225,0.062891
0.96033,0.048989,-0.055183,-0.26893,0.036746,-0.077168,0.058758
0.9603,0.040817,-0.063655,-0.26853,0.030001,-0.073494,0.055382
0.96021,0.04053,-0.060624,-0.26958,0.03278,-0.072618,0.055345
0.96016,0.033905,-0.068264,-0.26887,0.034997,-0.073598,0.053183
0.95977,0.033746,-0.065637,-0.27093,0.037604,-0.072687,0.053228
0.95932,0.034093,-0.0638,-0.27288,0.037749,-0.072195,0.053873
0.95898,0.034635,-0.061975,-0.27444,0.03788,-0.071762,0.054483
0.95867,0.035134,-0.060232,-0.27584,0.038046,-0.071359,0.055025
0.9582,0.035746,-0.059034,-0.27765,0.038302,-0.070916,0.055477
0.95794,0.035798,-0.0576,-0.27885,0.038498,-0.070611,0.055938
0.9576,0.036449,-0.056367,-0.28018,0.038723,-0.070214,0.056356
0.95734,0.036772,-0.055117,-0.28126,0.038902,-0.069922,0.056754
0.95704,0.0369,-0.054081,-0.28245,0.039184,-0.069651,0.057075
0.95677,0.037035,-0.05327,-0.28351,0.039455,-0.069421,0.057361
0.9566,0.037138,-0.05239,-0.28425,0.039751,-0.069217,0.057645
0.95629,0.038795,-0.051211,-0.28526,0.039857,-0.06871,0.058122
0.95611,0.039058,-0.050484,-0.28596,0.039958,-0.068521,0.058339
0.95594,0.039255,-0.049624,-0.28665,0.040208,-0.06833,0.058569
0.95576,0.039611,-0.048752,-0.28736,0.040397,-0.06814,0.058831
0.95555,0.039828,-0.048191,-0.28814,0.040642,-0.067975,0.059014
0.95533,0.040104,-0.047467,-0.28892,0.040849,-0.067793,0.059212
