-0.28483,0.89552,0.33891,0.045327,-0.0607,-0.021935,0.031408
-0.28483,0.89552,0.33891,0.045327,-0.0607,-0.021935,0.031408
-0.28483,0.89552,0.33891,0.045327,-0.0607,-0.021935,0.031408
-0.27565,0.89703,0.3425,0.045263,-0.058891,-0.023003,0.028625
-0.26423,0.89,0.36981,0.036437,-0.052692,-0.015448,0.022862
-0.26507,0.89135,0.36612,0.034384,-0.054805,-0.017715,0.024525
-0.27701,0.88946,0.36163,0.036911,-0.056991,-0.017925,0.027579
-0.27385,0.89038,0.36199,0.034589,-0.056688,-0.019096,0.028186
-0.22717,0.83553,0.49876,0.03898,-0.046227,-0.00051034,0.021368
-0.23104,0.84433,0.48182,0.039676,-0.057067,0.00087015,0.021414
-0.24264,0.84004,0.462,0.14835,-0.057263,-0.0025052,0.034471
-0.18582,0.80335,0.54078,0.16628,-0.0651,0.024803,0.02849
-0.19713,0.81161,0.5276,0.15512,-0.071182,0.028189,0.032648
-0.20205,0.82072,0.51314,0.14927,-0.066611,0.023099,0.032339
-0.27318,0.78795,0.51045,0.20964,-0.07369,0.024033,0.042349
-0.26043,0.77117,0.50319,0.29028,-0.030917,0.054735,0.046131
-0.21807,0.75296,0.54704,0.29367,-0.027628,0.058268,0.039762
-0.21629,0.76465,0.53784,0.28153,-0.034806,0.057837,0.041797
-0.21836,0.77401,0.53067,0.26761,-0.032789,0.052179,0.039063
-0.22201,0.78329,0.52126,0.25584,-0.031032,0.046631,0.036822
-0.22389,0.79023,0.51499,0.24535,-0.029076,0.041792,0.034604
-0.22713,0.79738,0.50721,0.23523,-0.028509,0.037375,0.032969
-0.22984,0.80323,0.50071,0.22647,-0.027712,0.033516,0.031475
-0.23131,0.80805,0.49583,0.21842,-0.027346,0.03005,0.030269
-0.26816,0.79086,0.49158,0.24695,-0.031816,0.029519,0.035404
-0.30507,0.77082,0.4888,0.27173,-0.0011796,0.012645,0.041872
-0.33728,0.75068,0.48586,0.29439,0.025051,-0.0011111,0.049525
-0.33463,0.75651,0.48622,0.2816,0.013375,-0.0038744,0.04883
-0.36061,0.73879,0.48252,0.3022,0.0045747,-0.0012438,0.053291
-0.35914,0.74467,0.48179,0.29044,-0.0052821,-0.0036069,0.052871
-0.35673,0.75112,0.47864,0.28189,-0.0044745,-0.0056253,0.05092
-0.35426,0.75701,0.47585,0.27386,-0.0038836,-0.0073671,0.049099
-0.35219,0.76268,0.4725,0.2665,-0.0035561,-0.0089855,0.047496
-0.35009,0.76714,0.4707,0.25957,-0.0033993,-0.010282,0.046028
-0.34835,0.77215,0.4674,0.25294,-0.003208,-0.01185,0.04471
-0.34669,0.7767,0.46414,0.24722,-0.003442,-0.013175,0.043557
-0.34525,0.78061,0.46168,0.24148,-0.0035219,-0.014285,0.042463
-0.34322,0.78495,0.45877,0.23574,-0.0036415,-0.015482,0.041418
-0.34158,0.78852,0.45651,0.23057,-0.0039892,-0.016492,0.040449
-0.3399,0.79187,0.45434,0.22582,-0.0045249,-0.017423,0.039567
-0.33969,0.79362,0.4532,0.22223,-0.0052805,-0.017958,0.038772
-0.33818,0.79651,0.45109,0.21846,-0.0050822,-0.01876,0.038262
-0.33685,0.79933,0.44898,0.21452,-0.0056524,-0.019494,0.037587
-0.33564,0.80196,0.44722,0.21022,-0.0061334,-0.02012,0.036905
-0.33432,0.80457,0.44528,0.20644,-0.0066402,-0.020736,0.036334
-0.33321,0.80694,0.44346,0.20288,-0.0072664,-0.021346,0.035767
-0.33187,0.80923,0.44196,0.1992,-0.0077507,-0.021887,0.03524
-0.33064,0.81131,0.4405,0.196,-0.0083883,-0.022373,0.034745
-0.32923,0.81355,0.43887,0.19268,-0.0089837,-0.022876,0.034274
-0.32812,0.81537,0.43768,0.18959,-0.009576,-0.023325,0.033838
-0.32707,0.81716,0.43636,0.18672,-0.010103,-0.023748,0.033434
-0.32713,0.81799,0.43551,0.18497,-0.010852,-0.02394,0.033121
-0.32609,0.81969,0.4342,0.18234,-0.01086,-0.024248,0.032885
-0.32517,0.82151,0.4325,0.17978,-0.011519,-0.024593,0.032566
-0.32408,0.82299,0.43156,0.17723,-0.012137,-0.024909,0.03224
-0.32316,0.82435,0.43066,0.1748,-0.012745,-0.025183,0.031935
-0.32226,0.82574,0.42957,0.17253,-0.013341,-0.025441,0.031659
-0.32135,0.82692,0.42887,0.17031,-0.01388,-0.025662,0.0314
-0.32062,0.82825,0.4278,0.16789,-0.014345,-0.025929,0.031134
-0.31982,0.82967,0.42653,0.16566,-0.014839,-0.026178,0.030894
